"id","name","code","account_type","chart_template_id/id","tag_ids/id","reconcile"
"l10n_bg_225","Financial assets held to maturity","225","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_226","Financial assets put up for sale","226","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_227","Financial assets pledged as compensation","227","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_228","Government securities","228","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_229","Other long-term financial assets","229","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_231","Positive commercial reputation","231","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_232","Negative commercial reputation","232","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_241","Depreciation of tangible fixed assets","241","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2413","Depreciation of buildings and structures","2413","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2414","Depreciation of computer equipment","2414","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2415","Depreciation of equipment","2415","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2416","Depreciation of machinery and equipment","2416","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2417","Depreciation of vehicles","2417","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2418","Depreciation of office furniture","2418","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2419","Depreciation of other tangible assets","2419","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_242","Amortization of intangible fixed assets","242","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2421","Depreciation of development products","2421","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2422","Depreciation of software products","2422","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2423","Depreciation of intellectual property rights","2423","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2424","Depreciation of industrial property rights","2424","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_2429","Depreciation of other intangible fixed assets","2429","asset_fixed","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_261","Long-term receivables and loans to banks and other financial institutions","261","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_262","Long-term receivables and loans to non-financial corporations and other customers","262","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_263","Overdue long-term receivables and loans granted","263","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_264","Long-term receivables and loans granted as collateral","264","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_269","Other long-term receivables and loans","269","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_271","Burning","271","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_272","Permanent plantations - fruitful","272","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_273","Permanent plantations - infertile","273","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_274","Animals in major herds","274","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_279","Other fixed biological assets","279","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_301","Delivery","301","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_302","Materials","302","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_303","Products","303","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_304","Goods","304","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_305","Work in progress","305","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_311","Small productive animals","311","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_312","Bird-main flocks","312","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_313","Bee families","313","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_314","Young animals","314","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_315","Animals for fattening","315","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_316","Animals for experimental purposes","316","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_319","Other current biological assets","319","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_401","Providers","401","liability_payable","l10n_bg.l10n_bg_chart_template","","True"
"l10n_bg_402","Advance providers","402","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_403","Trade credit providers","403","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_404","Suppliers of supplies under certain conditions","404","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_405","Suppliers of related party supplies","405","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_406","Settlements with related parties for purchases","406","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_409","Other settlements with suppliers","409","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_411","Customers","411","asset_receivable","l10n_bg.l10n_bg_chart_template","","True"
"l10n_bg_4111","Customers (PoS)","4111","asset_receivable","l10n_bg.l10n_bg_chart_template","","True"
"l10n_bg_412","Clients on advances","412","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_413","Clients on trade credits","413","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_414","Sales customers under certain conditions","414","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_415","Sales customers with related parties","415","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_416","Settlements with related parties for sales","416","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_419","Other settlements with clients","419","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_421","Staff","421","liability_payable","l10n_bg.l10n_bg_chart_template","","True"
"l10n_bg_422","Accountable persons","422","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_423","Liabilities for unused leave","423","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_424","Receivables from participations","424","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_425","Obligations for participation","425","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_426","Receivables from subscribed share contributions","426","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_429","Other settlements with staff and partners","429","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_430","Internal calculations","430","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_431","Settlements by interbank operations","431","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_432","Internal settlements on interbank operations","432","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_433","Internal settlements on intrabank operations","433","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_439","Other internal estimates","439","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_441","Receivables on claims","441","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_442","Receivables for losses and deductions","442","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_443","Price differences by shortages and readings","443","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_444","Claims in litigation","444","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_445","Awarded receivables","445","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_451","Settlements with municipalities","451","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_452","Profit tax estimates","452","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_453","Estimates of value added tax","453","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4531","Vat purchases","4531","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4532","Vat sales","4532","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4534","Vat sales outside the country","4534","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4538","Vat recovery","4538","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4539","Vat to pay","4539","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_454","Estimates of personal income taxes","454","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_455","Settlements with ministries","455","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_456","Excise estimates","456","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_457","Settlements with customs","457","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_459","Other estimates with the budget and with departments","459","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_461","Settlements with the national social security institute","461","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4611","Estimates for the social security fund","4611","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4612","Estimates for smps fund","4612","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4613","Estimates for the upf fund","4613","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4614","Estimates for the gvrs fund","4614","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4615","Estimates for the tzpb fund","4615","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_462","Voluntary social security estimates","462","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_463","Health insurance estimates","463","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_464","Estimates for one-time benefits and child allowances","464","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_469","Other settlements with insurers","469","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_471","Settlements with the international monetary fund","471","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_472","Settlements with the world bank","472","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_473","Settlements with other international financial institutions","473","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_474","Estimates under intergovernmental agreements","474","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_481","Estimates of upcoming payments","481","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_482","Reinsurance and co-insurance estimates","482","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_483","Settlements with reinsurers","483","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_484","Settlements with sedants","484","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_489","Other estimates","489","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_491","Trustees","491","liability_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_492","Guarantee estimates","492","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_493","Settlements with owners","493","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_494","Insurance estimates","494","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_495","Interest calculations","495","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_496","Deferred tax estimates","496","liability_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_497","Provisions recognized as liabilities","497","liability_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4971","Provisions for pensions and other similar liabilities","4971","liability_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_4972","Other provisions and similar liabilities","4972","liability_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_498","Other debtors","498","liability_payable","l10n_bg.l10n_bg_chart_template","","True"
"l10n_bg_499","Other creditors","499","asset_receivable","l10n_bg.l10n_bg_chart_template","","True"
"l10n_bg_501","Cash register in bgn","501","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_502","Cash in foreign currency","502","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_503","Current account in bgn","503","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_504","Current account in foreign currency","504","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_505","Letters of credit in bgn","505","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_506","Letters of credit in foreign currency","506","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_507","Deposits provided","507","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_508","Payment checks","508","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_509","Other cash","509","asset_cash","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_511","Financial assets held for trading","511","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_512","Repurchased own shares","512","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_513","Financial assets pledged as collateral","513","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_514","Repurchased own liabilities","514","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_515","Government securities","515","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_516","Precious metals and precious stones","516","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_517","Shares and interests in group companies","517","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_518","Financing","518","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_519","Other short-term financial assets","519","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_521","Short-term receivables and loans from banks and other financial institutions","521","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_522","Short-term receivables and loans from non-financial corporations and other customers","522","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_523","Short-term receivables and loans pledged as collateral","523","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_524","Overdue short-term receivables and loans","524","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_529","Other current receivables and loans","529","asset_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_531","Prepaid expenses","531","asset_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_532","Income for future periods","532","liability_non_current","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_601","Material costs","601","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_602","Costs for external services","602","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_603","Depreciation costs","603","expense_depreciation","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_604","Wage costs (remuneration)","604","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6041","Compensation costs","6041","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6042","Expenses for additional remuneration","6042","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6043","Paid leave expenses","6043","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6044","Hospital costs","6044","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6045","Expenses for remuneration of self-insured persons","6045","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_605","Insurance costs","605","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6051","Expenditures for the social security fund","6051","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6052","Expenditures for smps fund","6052","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6053","Expenditures for the upf fund","6053","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6054","Expenditures for the gvrs fund","6054","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6055","Expenditures for tzpb fund","6055","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_6056","Expenditures for the health fund","6056","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_606","Expenses for taxes, fees and other similar payments","606","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_606451","Expenditures for settlements with municipalities","606451","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_606452","Costs of income tax estimates","606452","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_606454","Expenses for estimates of personal income taxes","606454","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_606459","Expenditures for other estimates with the budget and with departments","606459","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_607","Provision costs","607","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_608","Expenses from subsequent valuations of assets","608","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_609","Other expenses","609","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_611","Operating expenses","611","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_612","Ancillary activity costs","612","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_613","Expenses for acquisition of fixed assets","613","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_614","Administrative costs","614","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_615","Sales costs","615","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_616","Expenses for liquidation of tangible fixed assets","616","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_617","Expenses on activities in non-profit enterprises","617","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_618","Liquidation and insolvency costs","618","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_621","Interest expenses","621","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_622","Provisioning costs for risky assets","622","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_623","Expenses on operations with financial assets and instruments","623","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_624","Expenses on foreign exchange operations","624","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_625","Expenses from subsequent valuations of financial assets and instruments","625","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_629","Other financial expenses","629","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_631","Impairment loss (expense)","631","expense_depreciation","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_632","Impairment losses on current assets","632","expense_depreciation","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_651","Non-financial expenses for future periods","651","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_652","Financial expenses for future periods","652","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_661","Expenses for insurance amounts","661","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_662","Costs for participation in the result","662","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_663","Liquidation costs","663","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_664","Insurance commission expenses","664","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_665","Insurance reserve costs","665","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_669","Other direct insurance costs","669","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_671","Expenses for reinsurers' premiums","671","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_672","Expenses for released reserves for passive reinsurance","672","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_679","Other passive reinsurance costs","679","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_681","Expenses for insurance benefits","681","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_682","Costs for participation in the result","682","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_683","Expenses for participation in the liquidation","683","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_684","Expenses for assigned reinsurance commissions and fees","684","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_685","Expenses for set aside reserves for active reinsurance","685","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_689","Other active reinsurance costs","689","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_691","Exceptional costs","691","expense","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_701","Revenues from sales of products","701","income","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_702","Revenues from sales of goods","702","income","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_703","Revenues from sales of services","703","income","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_704","Revenues from financing","704","income","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_705","Income from sales of fixed assets","705","income","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_706","Revenues from sales of materials","706","income","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_707","Proceeds from liquidation and insolvency","707","income","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_709","Other operating income","709","income","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_711","Revenues from regulated activities","711","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_712","Revenues from membership fees","712","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_713","Revenues from program financing","713","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_714","Revenues from government donations","714","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_715","Revenues from other donations","715","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_719","Other incomes","719","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_721","Interest income","721","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_722","Income from participations","722","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_723","Income from operations with financial assets and instruments","723","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_724","Income from foreign exchange operations","724","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_725","Income from subsequent valuations of financial assets and instruments","725","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_726","Revenues from reintegrated provisions","726","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_729","Other financial income","729","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_731","Income from recovered impairment losses","731","income_other","l10n_bg.l10n_bg_chart_template","","False"
"l10n_bg_751","Non-financial income for future periods","751","income_other","l10n_bg.l10n_bg_chart_template","","False"
