id,code,name,user_type_id:id,reconcile,chart_template_id:id
a_1_130011,1130011,"Toiletries Inventory",account.data_account_type_current_assets,FALSE,l10n_id_chart
a_1_130012,1130012,"Book, Office Stationery, Accessories Inventory",account.data_account_type_current_assets,FALSE,l10n_id_chart
a_1_130013,1130013,"Fashion & Textile Inventory",account.data_account_type_current_assets,FALSE,l10n_id_chart
a_1_130014,1130014,"Cleaning Supplies Inventory",account.data_account_type_current_assets,FALSE,l10n_id_chart
a_1_130015,1130015,"House Supplies Inventory",account.data_account_type_current_assets,FALSE,l10n_id_chart
a_1_130016,1130016,"Electronic Inventory",account.data_account_type_current_assets,FALSE,l10n_id_chart
a_1_130017,1130017,"Toys Inventory",account.data_account_type_current_assets,FALSE,l10n_id_chart
a_1_130018,1130018,"Other Inventory",account.data_account_type_current_assets,FALSE,l10n_id_chart
a_1_141001,1141001,"Building Rent",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_141002,1141002,"Prepaid Insurance",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_141003,1141003,"Prepaid Advertisement-Free",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_151001,1151001,"Prepaid Tax Pph 22",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_151002,1151002,"Prepaid Tax Pph 23",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_151003,1151003,"Prepaid Tax Pph 25",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_180000,1180000,"Down Payment",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_211003,1211003,"Owner Receivable",account.data_account_type_current_assets,TRUE,l10n_id_chart
a_1_211004,1211004,"Other Receivable",account.data_account_type_current_assets,TRUE,l10n_id_chart
a_1_221001,1221001,"Land",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_221002,1221002,"Office Building",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_221003,1221003,"Vehicle",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_221004,1221004,"Office Supplies",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_221005,1221005,"Software",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_221006,1221006,"Office Furniture",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_228101,1228101,"Accumulation Building Depreciation",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_228102,1228102,"Accumulation Vehicle Depreciation",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_228103,1228103,"Accumulation Office Supplies Depreciation",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_228104,1228104,"Accumulation Software Depreciation",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_1_228105,1228105,"Accumulation Office Furniture Depreciation",account.data_account_type_prepayments,FALSE,l10n_id_chart
a_2_110001,2110001,"Trade Receivable",account.data_account_type_payable,TRUE,l10n_id_chart
a_2_110002,2110002,"Shareholder Deposit",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_110003,2110003,"Third-Party Deposit",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_110004,2110004,"Salary Deposit",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_121001,2121001,"Tax Payable Pph 21",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_121002,2121002,"Tax Payable Pph 23",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_121003,2121003,"Tax Payable Pph 25",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_121004,2121004,"Tax Payable 4 (2)",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_121005,2121005,"Tax Payable Pph 29",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_122101,2122101,"VAT Purchase",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_122102,2122102,"VAT Sales",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_211001,2211001,"Bank Loan",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_211002,2211002,"Leasing Deposit",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511001,2511001,"Accrued Payable Electricity",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511002,2511002,"Accrued Payable Jamsostek",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511003,2511003,"Accrued Payable Water",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511004,2511004,"Accrued Payable Telp & Internet",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511005,2511005,"Accrued Payable Security Management",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511006,2511006,"Accrued Payable Bank",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511007,2511007,"Accrued Payable PBB",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511008,2511008,"Accrued Payable Business License",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511009,2511009,"Accrued Payable Insurance",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511010,2511010,"Accrued Payable Education",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_511011,2511011,"Accrued Payable Health Insurance/BPJS",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_811001,2811001,"Advance Sales",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_811002,2811002,"Customer Deposit",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_811003,2811003,"Bonus Point",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_2_900000,2900000,"Interim Stock",account.data_account_type_current_liabilities,FALSE,l10n_id_chart
a_3_110001,3110001,"Authorized Capital",account.data_account_type_equity,FALSE,l10n_id_chart
a_3_110002,3110002,"Paid Capital",account.data_account_type_equity,FALSE,l10n_id_chart
a_3_110003,3110003,"Unpaid Capital",account.data_account_type_equity,FALSE,l10n_id_chart
a_3_110004,3110004,"Prive (Personal Retrieval)",account.data_account_type_equity,FALSE,l10n_id_chart
a_3_121001,3121001,"Capital Reserves",account.data_account_type_equity,FALSE,l10n_id_chart
a_3_151001,3151001,"Past Profit & Loss",account.data_account_type_equity,FALSE,l10n_id_chart
a_3_151002,3151002,"Ongoing Profit & Loss",account.data_account_type_equity,FALSE,l10n_id_chart
a_3_900000,3900000,"Historical Balance",account.data_account_type_equity,TRUE,l10n_id_chart
a_4_100001,4100001,"Sales",account.data_account_type_revenue,FALSE,l10n_id_chart
a_4_200006,4200006,"Sales Refund",account.data_account_type_revenue,FALSE,l10n_id_chart
a_4_200007,4200007,"Sales Discount",account.data_account_type_revenue,FALSE,l10n_id_chart
a_5_100001,5100001,"Cost of Goods Sold",account.data_account_type_direct_costs,FALSE,l10n_id_chart
a_6_110001,6110001,"Employee Salary",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110002,6110002,"Employee Bonus / Benefits",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110003,6110003,"Employee Health Benefits",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110004,6110004,"Employee Meal (Catering)",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110005,6110005,"Employee Overtime Pay",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110006,6110006,"Security Service Fee",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110007,6110007,"Work Uniform",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110008,6110008,"Employee Birthday Benefit",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110009,6110009,"Maternity Benefit",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_110010,6110010,"Pph 21 Benefit",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_211001,6211001,"Free Gift",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_211002,6211002,Event,account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_211003,6211003,Advertising,account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_211004,6211004,"Shipping Merchandise",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311001,6311001,"Drinking Water",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311002,6311002,"Exercise Necessities",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311003,6311003,"Monthly Fee",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311004,6311004,"Donation",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311005,6311005,Internet,account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311006,6311006,"Phone",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311007,6311007,"Prepaid Phone Bills",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311008,6311008,"Electricity",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311009,6311009,"Water (PDAM)",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311010,6311010,Research & Development,account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311011,6311011,"Kitchen Necessities",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311012,6311012,"Office Equipment",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311013,6311013,"First Aid Kit",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311014,6311014,"Other Necessities",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311015,6311015,"K3 (Fire Extinguisher)",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311016,6311016,"Cleaning Equipment",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311018,6311018,"Owner Necessities",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411001,6411001,"Office Stationery",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411002,6411002,"Post Necessities",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411003,6411003,"Jilid & Photocopy",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411004,6411004,"Job Recruitment Advertisement",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411005,6411005,"Stamp",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511001,6511001,"Licensing Fees",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511002,6511002,"Bank Administration Fees",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511003,6511003,"Consultant Fees",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511004,6511004,"Rental Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511006,6511006,"Building Maintenance Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511007,6511007,"Electricity, Telephone, and Internet Installation Maintenance Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511008,6511008,"Taxes",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511009,6511009,"Guest Accomodation",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511010,6511010,"Asset Maintenance Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511011,6511011,"Shipping Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611001,6611001,"Vehicle Fuel",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611002,6611002,"Vehicle Service",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611003,6611003,"Vehicle Parking & Toll Fee",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611004,6611004,"Vehicle Taxes",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611005,6611005,"Vehicle Insurance",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710001,6710001,"Land",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710002,6710002,"Office Building",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710003,6710003,"Vehicle",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710004,6710004,"Office Supplies",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710005,6710005,"Software",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710006,6710006,"Office Furniture",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_900000,6900000,"Other Expenses",account.data_account_type_expenses,FALSE,l10n_id_chart
a_8_110001,8110001,"Interest Income",account.data_account_type_other_income,FALSE,l10n_id_chart
a_8_110002,8110002,"Deposit Income",account.data_account_type_other_income,FALSE,l10n_id_chart
a_8_110003,8110003,"Foreign Exchange Gain",account.data_account_type_other_income,FALSE,l10n_id_chart
a_8_110004,8110004,"Other Income",account.data_account_type_other_income,FALSE,l10n_id_chart
a_8_110009,8110009,"Gain on Sale of Fixed Assets",account.data_account_type_other_income,FALSE,l10n_id_chart
a_9_110001,9110001,"Interest Expense",account.data_account_type_expenses,FALSE,l10n_id_chart
a_9_110002,9110002,"Bank Administration Expense",account.data_account_type_expenses,FALSE,l10n_id_chart
a_9_110003,9110003,"Foreign Exchange Loss",account.data_account_type_expenses,FALSE,l10n_id_chart
a_9_110009,9110009,"Loss on Sale of Fixed Assets",account.data_account_type_expenses,FALSE,l10n_id_chart
