"id","code","name","description","account_type","reconcile","non_trade","name@pt","description@pt","asset_model_ids"
"account_template_101010955","1.01.01.09.55","(-) Losses by Recuperable Value (Impairment)- Securities - Abroad","","asset_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment)- Valores Mobiliários - No Exterior","",""
"account_template_101010970","1.01.01.09.70","Subaccount - Fair Value Adjustment - No Hedge - Abroad","","asset_current","","","Subconta - Ajuste a Valor Justo - Não Hedge - No Exterior","",""
"account_template_101010990","1.01.01.09.90","Subaccount – Initial Adoption - Securities – No Hedge - Abroad","","asset_current","","","Subconta – Adoção Inicial - Valores Mobiliários – Não Hedge - No Exterior","",""
"account_template_101011001","1.01.01.10.01","Derivatives - Hedge Fair Value - Abroad","","asset_current","","","Derivativos - Hedge Valor Justo - No Exterior","",""
"account_template_101011002","1.01.01.10.02","Derivatives - Cash Flow Hedge - Abroad","","asset_current","","","Derivativos - Hedge Fluxo de Caixa - No Exterior","",""
"account_template_101011003","1.01.01.10.03","Derivatives - Hedge Foreign Investment - Abroad","","asset_current","","","Derivativos - Hedge Investimento no Exterior - No Exterior","",""
"account_template_101011070","1.01.01.10.70","Subaccount - Fair Value Adjustment - Securities – Hedge - Abroad","","asset_current","","","Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No Exterior","",""
"account_template_101011090","1.01.01.10.90","Subaccount – Initial Adoption - Securities – Hedge - Abroad","","asset_current","","","Subconta – Adoção Inicial - Valores Mobiliários – Hedge - No Exterior","",""
"account_template_101014001","1.01.01.40.01","Resources Abroad Resulting from Exports","","asset_current","","","Recursos no Exterior Decorrentes de Exportação","",""
"account_template_101019901","1.01.01.99.01","Other Bank and Cash accounts","","asset_current","","","Outras Disponibilidades","",""
"account_template_101020101","1.01.02.01.01","Advances to Suppliers - in the Country – Current","","asset_current","","","Adiantamentos a Fornecedores - no País – Circulante","",""
"account_template_101020102","1.01.02.01.02","Advances to Suppliers - Abroad – Current","","asset_current","","","Adiantamentos a Fornecedores - no Exterior – Circulante","",""
"account_template_101020103","1.01.02.01.03","Advances to Employees – Current","","asset_current","","","Adiantamentos a Funcionários – Circulante","",""
"account_template_101020104","1.01.02.01.04","Advances to Third Parties – Current","","asset_current","","","Adiantamentos a Terceiros – Circulante","",""
"account_template_101020198","1.01.02.01.98","Other Advances – Current","","asset_current","","","Outros Adiantamentos – Circulante","",""
"account_template_101020201","1.01.02.02.01","Trade Bills Receivable – Operations with Non-related Parties - in the Country","","asset_current","","","Duplicatas a Receber – Operações com Partes Não Relacionadas - no País","",""
"account_template_101020202","1.01.02.02.02","Trade Bills Receivable - Transactions with Non-Related Parties - Abroad","","asset_current","","","Duplicatas a Receber - Operações com Partes Não Relacionadas - no Exterior","",""
"account_template_101020203","1.01.02.02.03","Trade Bills Receivable - Operations with Related Parties - in the Country","","asset_current","","","Duplicatas a Receber - Operações com Partes Relacionadas - no País","",""
"account_template_101020204","1.01.02.02.04","Trade Bills Receivable - Operations with Related Parties - Abroad","","asset_current","","","Duplicatas a Receber - Operações com Partes Relacionadas - no Exterior","",""
"account_template_101020250","1.01.02.02.50","(-) Interest to be Appropriated Arising from Adjustment to Present Value (AVP) – Bills Receivable","","asset_current","","","(-) Juros a Apropriar Decorrentes de Ajuste da Valor Presente (AVP) – Duplicatas a Receber","",""
"account_template_101020252","1.01.02.02.52","(-) Estimated Losses in Debt Settlement Credits - Bills Receivable","","asset_current","","","(-) Perdas Estimadas em Créditos de Liquidação Duvidosa - Duplicatas a Receber","",""
"account_template_101020255","1.01.02.02.55","(-) Recuperable Value (Impairment) - Bills Receivable","","asset_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Duplicatas a Receber","",""
"account_template_101020290","1.01.02.02.90","Subaccount – Initial Adoption - Trade Bills Receivable","","asset_current","","","Subconta – Adoção Inicial - Duplicatas a Receber","",""
"account_template_101020301","1.01.02.03.01","IPI to Recover","","asset_current","","","IPI a Recuperar","",""
"account_template_101020302","1.01.02.03.02","ICMS to Recover","","asset_current","","","ICMS a Recuperar","",""
"account_template_101020303","1.01.02.03.03","PIS to Recover - Basic Credit","","asset_current","","","PIS a Recuperar - Crédito Básico","",""
"account_template_101020304","1.01.02.03.04","PIS to Recover - Presumed Credit","","asset_current","","","PIS a Recuperar - Crédito Presumido","",""
"account_template_101020305","1.01.02.03.05","COFINS to Recover - Basic Credit","","asset_current","","","COFINS a Recuperar - Crédito Básico","",""
"account_template_101020306","1.01.02.03.06","COFINS to Recover - Presumed Credit","","asset_current","","","COFINS a Recuperar - Crédito Presumido","",""
"account_template_101020307","1.01.02.03.07","CIDE to Recover","","asset_current","","","CIDE a Recuperar","",""
"account_template_101020340","1.01.02.03.40","Other Taxes and Contributions to Recover","","asset_current","","","Outros Impostos e Contribuições a Recuperar","",""
"account_template_101020350","1.01.02.03.50","(-) Interest to be Appropriated Arising from Adjustment to Present Value (AVP) - Taxes to recover","","asset_current","","","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Tributos a Recuperar","",""
"account_template_101020355","1.01.02.03.55","(-) Recuperable Value Reduction Loss (Impairment) - Tributes to Recover","","asset_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Tributos a Recuperar","",""
"account_template_101020401","1.01.02.04.01","Withholding Income Tax (IRRF)","","asset_current","","","Imposto de Renda Retido na Fonte (IRRF)","",""
"account_template_101020402","1.01.02.04.02","IRPJ Collected by Estimate","","asset_current","","","IRPJ Recolhido por Estimativa","",""
"account_template_101020403","1.01.02.04.03","IRPJ Negative Balance","","asset_current","","","IRPJ Saldo Negativo","",""
"account_template_101020404","1.01.02.04.04","CSLL Retained in Source","","asset_current","","","CSLL Retida na Fonte","",""
"account_template_101020405","1.01.02.04.05","CSLL Received by Estimate","","asset_current","","","CSLL Recolhida por Estimativa","",""
"account_template_101020406","1.01.02.04.06","CSLL Negative Balance","","asset_current","","","CSLL Saldo Negativo","",""
"account_template_101020407","1.01.02.04.07","PIS/PASEP Withheld at Source","","asset_current","","","PIS/PASEP Retido na Fonte","",""
"account_template_101020408","1.01.02.04.08","PIS/PASEP to Compensate","","asset_current","","","PIS/PASEP a Compensar","",""
"account_template_101020409","1.01.02.04.09","COFINS Retained in Source","","asset_current","","","COFINS Retida na Fonte","",""
"account_template_101020410","1.01.02.04.10","COFINS to Compensate","","asset_current","","","COFINS a Compensar","",""
"account_template_101020411","1.01.02.04.11","IPI to Compensate","","asset_current","","","IPI a Compensar","",""
"account_template_101020412","1.01.02.04.12","IOF Compensation","","asset_current","","","IOF a Compensar","",""
"account_template_101020413","1.01.02.04.13","Import Tax Compensation","","asset_current","","","Imposto de Importação a Compensar","",""
"account_template_101020414","1.01.02.04.14","Export Tax to Compensate","","asset_current","","","Imposto de Exportação a Compensar","",""
"account_template_101020415","1.01.02.04.15","ITR Compensation","","asset_current","","","ITR a Compensar","",""
"account_template_101020416","1.01.02.04.16","CIDE to Compensate","","asset_current","","","CIDE a Compensar","",""
"account_template_101020417","1.01.02.04.17","Social Security Contribution Withheld on Provision of Services","","asset_current","","","Contribuição Previdenciária Retida na Prestação de Serviços","",""
"account_template_101020418","1.01.02.04.18","Social Security Contribution to be Offset","","asset_current","","","Contribuição Previdenciária a Compensar","",""
"account_template_101020440","1.01.02.04.40","Other Taxes to Compensate","","asset_current","","","Outros Tributos a Compensar","",""
"account_template_101020450","1.01.02.04.50","( - ) Interest to be Appropriated Arising from Adjustment to Present Value (AVP) - Taxes to be Offset","","asset_current","","","( - ) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Tributos a Compensar","",""
"account_template_101020455","1.01.02.04.55","( - ) Losses due to Reduction to Refundable Value (Impairment)- Taxes to be Compensated","","asset_current","","","( - ) Perdas por Redução ao Valor Recuperável (Impairment)- Tributos a Compensar","",""
"account_template_101020901","1.01.02.09.01","Mutual Loans with Non-Related Parties – Current - In the Country","","asset_current","","","Mútuos com Partes Não Relacionadas – Circulante - No País","",""
"account_template_101020902","1.01.02.09.02","Mutual Loans with Non-Related Parties – Current - Abroad","","asset_current","","","Mútuos com Partes Não Relacionadas – Circulante - No Exterior","",""
"account_template_101020903","1.01.02.09.03","Dividends Receivable - Current - In the Country","","asset_current","","","Dividendos a Receber - Circulante - No País","",""
"account_template_101020904","1.01.02.09.04","Dividends Receivable - Current - Abroad","","asset_current","","","Dividendos a Receber - Circulante - No Exterior","",""
"account_template_101020905","1.01.02.09.05","Interest on Shareholders' Equity Receivable - Current","","asset_current","","","Juros Sobre o Capital Próprio a Receber - Circulante","",""
"account_template_101020906","1.01.02.09.06","Advance for Future Capital Increase – Asset - Current","","asset_current","","","Adiantamento para Futuro Aumento de Capital –Ativo - Circulante","",""
"account_template_101020907","1.01.02.09.07","Other Interests Receivable - Current","","asset_current","","","Outros Juros a Receber - Circulante","",""
"account_template_101020909","1.01.02.09.09","Contingent consideration assets - Business Combination - Current","","asset_current","","","Contraprestação Contingente Ativa - Combinação de Negócios - Circulante","",""
"account_template_101020910","1.01.02.09.10","More Credits to Receive - Current","","asset_current","","","Demais Créditos a Receber - Circulante","",""
"account_template_101020911","1.01.02.09.11","Deposits in Litigation - Current","","asset_current","","","Depósitos em Contencioso - Circulante","",""
"account_template_101020912","1.01.02.09.12","Other Credits in Litigation - Current","","asset_current","","","Outros Créditos em Contencioso - Circulante","",""
"account_template_101020920","1.01.02.09.20","Assigned Creditor Rights","","asset_current","","","Direitos Creditórios Cedidos","",""
"account_template_101020921","1.01.02.09.21","(-) Negative goodwill on transfer of securities","","asset_current","","","(-) Deságio na Cessão de Títulos","",""
"account_template_101020925","1.01.02.09.25","Creditor Rights Receivable","","asset_current","","","Direitos Creditórios a Receber","",""
"account_template_101020950","1.01.02.09.50","(-) Interest to be Appropriated Arising from Adjustment to Present Value (AVP) – Other Credits - Current","","asset_current","","","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outros Créditos - Circulante","",""
"account_template_101020955","1.01.02.09.55","(-) Refundable Value Losses (Impairment) - Other Credits - Current","","asset_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Outros Créditos - Circulante","",""
"account_template_101020960","1.01.02.09.60","CPC 47 - Contract Targets - Current","","asset_current","","","CPC 47 - Atvos de Contrato - Circulante","",""
"account_template_101020970","1.01.02.09.70","Subaccount - Fair Value Adjustment – Other Credits - Current","","asset_current","","","Subconta - Ajuste a Valor Justo – Outros Créditos - Circulante","",""
"account_template_101030101","1.01.03.01.01","Goods for Resale","","asset_current","","","Mercadorias para Revenda","",""
"account_template_101030155","1.01.03.01.55","(-) Loss due to Adjustment to the Net Realizable Value - Stock Goods","","asset_current","","","(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Mercadorias","",""
"account_template_101030170","1.01.03.01.70","Subaccount - Fair Value Adjustment - Stock Goods","","asset_current","","","Subconta - Ajuste a Valor Justo - Estoque Mercadorias","",""
"account_template_101030175","1.01.03.01.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Stock Goods","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque Mercadorias","",""
"account_template_101030190","1.01.03.01.90","Subaccount – Initial Adoption - Stocks of Goods","","asset_current","","","Subconta – Adoção Inicial - Estoques de Mercadorias","",""
"account_template_101030201","1.01.03.02.01","Supplies (direct materials)","","asset_current","","","Insumos (materiais diretos)","",""
"account_template_101030202","1.01.03.02.02","Other Materials","","asset_current","","","Outros Materiais","",""
"account_template_101030203","1.01.03.02.03","Products for Construction","","asset_current","","","Produtos em Elaboração","",""
"account_template_101030204","1.01.03.02.04","Finished Products","","asset_current","","","Produtos Acabados","",""
"account_template_101030255","1.01.03.02.55","(-) Loss due to Adjustment to the Net Realizable Value - Stock Products","","asset_current","","","(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Produtos","",""
"account_template_101030270","1.01.03.02.70","Subaccount - Fair Value Adjustment - Stock Products","","asset_current","","","Subconta - Ajuste a Valor Justo - Estoque de Produtos","",""
"account_template_101030275","1.01.03.02.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Stock of Products","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque de Produtos","",""
"account_template_101030290","1.01.03.02.90","Subaccount – Initial Adoption - Product Stocks","","asset_current","","","Subconta – Adoção Inicial - Estoques de Produtos","",""
"account_template_101030301","1.01.03.03.01","Lands - Real Estate Activity","","asset_current","","","Terrenos - Atividade Imobiliária","",""
"account_template_101030302","1.01.03.03.02","Real Estate Acquired for Resale - Real Estate Activity","","asset_current","","","Imóveis Adquiridos para Revenda - Atividade Imobiliária","",""
"account_template_101030303","1.01.03.03.03","Work in Progress - Real Estate Activity","","asset_current","","","Obras em Andamento - Atividade Imobiliária","",""
"account_template_101030304","1.01.03.03.04","Real Estate for Sale - Real Estate Activity","","asset_current","","","Imóveis à Venda - Atividade Imobiliária","",""
"account_template_101030305","1.01.03.03.05","Constructions in Progress in Real Estate For sale","","asset_current","","","Construções em Andamento de Imóveis Destinados à Venda","",""
"account_template_101030306","1.01.03.03.06","Construction Materials - Real Estate Activity","","asset_current","","","Materiais de Construção - Atividade Imobiliária","",""
"account_template_101030355","1.01.03.03.55","(-) Loss due to Adjustment to the Net Realizable Value - Stock Real Estate Activity","","asset_current","","","(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Atividade Imobiliária","",""
"account_template_101030375","1.01.03.03.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Stock Real Estate Activity","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque Atividade Imobiliária","",""
"account_template_101030390","1.01.03.03.90","Subaccount – Initial Adoption - Stocks – Real Estate Activity","","asset_current","","","Subconta – Adoção Inicial - Estoques – Atividade Imobiliária","",""
"account_template_101030401","1.01.03.04.01","Supplies (direct materials) - Long Maturity Stock","","asset_current","","","Insumos (materiais diretos) - Estoque Longa Maturação","",""
"account_template_101030402","1.01.03.04.02","Other Materials - Stock Long Maturation","","asset_current","","","Outros Materiais - Estoque Longa Maturação","",""
"account_template_101030403","1.01.03.04.03","Work in Progress - Long Maturation Stock","","asset_current","","","Produtos em Elaboração - Estoque Longa Maturação","",""
"account_template_101030404","1.01.03.04.04","Finished Products - Long Maturation Stock","","asset_current","","","Produtos Acabados - Estoque Longa Maturação","",""
"account_template_101030405","1.01.03.04.05","Supplies (direct materials) - Long Maturity Stock variation","","expense","","","Variação de Insumos (materiais diretos) - Estoque Longa Maturação","",""
"account_template_101030455","1.01.03.04.55","(-) Loss due to Adjustment to the Net Realizable Value - Stock Long Maturation","","asset_current","","","(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Longa Maturação","",""
"account_template_101030470","1.01.03.04.70","Subaccount - Fair Value Adjustment - Stock Long Maturation","","asset_current","","","Subconta - Ajuste a Valor Justo - Estoque Longa Maturação","",""
"account_template_101030475","1.01.03.04.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Stock Long Maturation","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque Longa Maturação","",""
"account_template_101030490","1.01.03.04.90","Subaccount – Initial Adoption - Stocks – Long Maturation","","asset_current","","","Subconta – Adoção Inicial - Estoques – Longa Maturação","",""
"account_template_101030501","1.01.03.05.01","Agricultural Products of Animal Origin","","asset_current","","","Produtos Agropecuários de Origem Animal","",""
"account_template_101030502","1.01.03.05.02","Agricultural Products of Plant Origin","","asset_current","","","Produtos Agropecuários de Origem Vegetal","",""
"account_template_101030503","1.01.03.05.03","Agricultural Supplies","","asset_current","","","Insumos Agropecuários","",""
"account_template_101030504","1.01.03.05.04","Other Materials - Rural Activity","","asset_current","","","Outros Materiais - Atividade Rural","",""
"account_template_101030555","1.01.03.05.55","(-) Loss due to Adjustment to Net Realisable Value - Inventory Rural Activity","","asset_current","","","(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Atividade Rural","",""
"account_template_101030570","1.01.03.05.70","Subaccount - Fair Value Adjustment - Stock Rural Activity","","asset_current","","","Subconta - Ajuste a Valor Justo - Estoque Atividade Rural","",""
"account_template_101030575","1.01.03.05.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Stock Rural Activity","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque Atividade Rural","",""
"account_template_101030590","1.01.03.05.90","Subaccount – Initial Adoption - Stocks – Rural Activity","","asset_current","","","Subconta – Adoção Inicial - Estoques – Atividade Rural","",""
"account_template_101030601","1.01.03.06.01","Materials Applied in Service Production","","asset_current","","","Materiais Aplicados na Produção de Serviços","",""
"account_template_101030602","1.01.03.06.02","Services in Construction","","asset_current","","","Serviços em Andamento","",""
"account_template_101030603","1.01.03.06.03","Finished Services","","asset_current","","","Serviços Acabados","",""
"account_template_101030655","1.01.03.06.55","(-) Loss due to Adjustment to the Net Realizable Value - Stock Services","","asset_current","","","(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Serviços","",""
"account_template_101030670","1.01.03.06.70","Subaccount - Fair Value Adjustment - Stock Services","","asset_current","","","Subconta - Ajuste a Valor Justo - Estoque Serviços","",""
"account_template_101030675","1.01.03.06.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Stock Services","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque Serviços","",""
"account_template_101030690","1.01.03.06.90","Subaccount – Initial Adoption - Stock Services","","asset_current","","","Subconta – Adoção Inicial - Estoque Serviços","",""
"account_template_101030701","1.01.03.07.01","Material in Storeroom","","asset_current","","","Material em Almoxarifado","",""
"account_template_101030702","1.01.03.07.02","Material Intended for Destruction","","asset_current","","","Material Destinado à Destruição","",""
"account_template_101030703","1.01.03.07.03","Scrap","","asset_current","","","Sucata","",""
"account_template_101030704","1.01.03.07.04","Other Stocks","","asset_current","","","Outros Estoques","",""
"account_template_101030755","1.01.03.07.55","(-) Loss due to Adjustment to the Net Realizable Value - Other Stocks","","asset_current","","","(-) Perda por Ajuste ao Valor Realizável Líquido - Estoques Outros","",""
"account_template_101030775","1.01.03.07.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Stock Other","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque Outros","",""
"account_template_101030790","1.01.03.07.90","Subaccount – Initial Adoption - Stock Other","","asset_current","","","Subconta – Adoção Inicial - Estoque Outros","",""
"account_template_101050101","1.01.05.01.01","Rent Paid in Advance","","asset_prepayments","","","Alugueis Pagos Antecipadamente","",""
"account_template_101050102","1.01.05.01.02","Insurance Premiums Payable","","asset_prepayments","","","Prêmios de Seguros a Apropriar","",""
"account_template_101050103","1.01.05.01.03","Financial Charges to be Appropriated","","asset_prepayments","","","Encargos Financeiros a Apropriar","",""
"account_template_101050109","1.01.05.01.09","Other Paid Costs and Expenditure Previously","","asset_prepayments","","","Outros Custos e Despesas Pagos Antecipadamente","",""
"account_template_101100101","1.01.10.01.01","Consumable Biological Asset - Animal Origin – For Fair Value","","asset_current","","","Ativo Biológico Consumível - Origem Animal – Pelo Valor Justo","",""
"account_template_101100102","1.01.10.01.02","Consumable Biological Asset - Plant Origin – For Fair Value","","asset_current","","","Ativo Biológico Consumível - Origem Vegetal – Pelo Valor Justo","",""
"account_template_101100170","1.01.10.01.70","Subaccount - Fair Value Adjustment (AVJ) – Consumable Biological Assets By Fair Value - Current","","asset_current","","","Subconta - Ajuste a Valor Justo (AVJ) – Ativos Biológicos Consumíveis Pelo Valor Justo - Circulante","",""
"account_template_101100175","1.01.10.01.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Biological Assets By Fair Value - Current","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Ativos Biológicos Pelo Valor Justo - Circulante","",""
"account_template_101100190","1.01.10.01.90","Subaccount – Initial Adoption - Biological Assets","","asset_current","","","Subconta – Adoção Inicial - Ativo Biologico","",""
"account_template_101100201","1.01.10.02.01","Consumable Biological Asset - Animal Origin - For Cost","","asset_current","","","Ativo Biológico Consumível - Origem Animal - Pelo Custo","",""
"account_template_101100202","1.01.10.02.02","Consumable Biological Asset - Plant Origin - For Cost","","asset_current","","","Ativo Biológico Consumível - Origem Vegetal - Pelo Custo","",""
"account_template_101100255","1.01.10.02.55","( - ) Losses for Recuperable Value Reduction (Impairment) - Consumable Biological Assets - At Cost","","asset_current","","","( - ) Perdas por Redução ao Valor Recuperável (Impairment) - Ativos Biológicos Consumível - Pelo Custo","",""
"account_template_101100275","1.01.10.02.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Consumable Biological Assets - At Cost","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Ativos Biológicos Consumíveis - Pelo Custo","",""
"account_template_101110101","1.01.11.01.01","Non-Current Assets Held For For sale","","asset_current","","","Ativo Não Circulante Mantido Para Venda","",""
"account_template_101110155","1.01.11.01.55","(-) Recuperable Value Reduction Losses (Impairment) - Non-Current Assets Held for Sale","","asset_current","","","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Ativo Não Circulante Mantido para Venda","",""
"account_template_101110170","1.01.11.01.70","Subaccount - Fair Value Adjustment – Non Current Asset Held for Sale","","asset_current","","","Subconta - Ajuste a Valor Justo – Ativo Não Circulante Mantido para Venda","",""
"account_template_101110175","1.01.11.01.75","( - ) Subaccount - Adjustment to Present Value (AVP) - Non-Current Asset Holding for Sale","","asset_current","","","( - ) Subconta – Ajuste a Valor Presente (AVP) - Ativo Não Circulante Mantido para Venda","",""
"account_template_101110190","1.01.11.01.90","Subaccount - Initial Adoption - Non-Current Assets Held for Sale","","asset_current","","","Subconta – Adoção Inicial - Ativo Não circulante Mantido para Venda","",""
"account_template_102010101","1.02.01.01.01","Customers - Long Term","","asset_non_current","","","Clientes - Longo Prazo","",""
"account_template_102010102","1.02.01.01.02","Mutual Loans with Non-Related Parties - Asset- Long-term","","asset_non_current","","","Mútuos com Partes Não Relacionadas - Ativo- Longo Prazo","",""
"account_template_102010103","1.02.01.01.03","Mutual Loans with Related Parties - Asset - Long Term","","asset_non_current","","","Mútuos com Partes Relacionadas - Ativo - Longo Prazo","",""
"account_template_102010104","1.02.01.01.04","Advance for Future Capital Increase - Asset - Long Term","","asset_non_current","","","Adiantamento para Futuro Aumento de Capital - Ativo - Longo Prazo","",""
"account_template_102010107","1.02.01.01.07","Equity Securities Valued at Cost","","asset_non_current","","","Títulos Patrimoniais Avaliados pelo Custo - Longo Prazo","",""
"account_template_102010109","1.02.01.01.09","Contingent consideration assets - Business Combination – Long Term","","asset_non_current","","","Contraprestação Contingente Ativa - Combinação de Negócios – Longo Prazo","",""
"account_template_102010110","1.02.01.01.10","Other Securities - Abroad - Long Term","","asset_non_current","","","Outros Valores Mobiliários - No Exterior - Longo Prazo","",""
"account_template_102010119","1.02.01.01.19","(-) Other Rectifying Accounts - Credits and Values - Long Term","","asset_non_current","","","(-) Outras Contas Retificadoras – Créditos e Valores - Longo Prazo","",""
"account_template_102010120","1.02.01.01.20","Assigned Creditor Rights – Long Term","","asset_non_current","","","Direitos Creditórios Cedidos –Longo Prazo","",""
"account_template_102010121","1.02.01.01.21","(-) Negative goodwill on transfer of securities – Long term","","asset_non_current","","","(-) Deságio na Cessão de Títulos–Longo Prazo","",""
