id,country_id/id,name,zipcode,state_id/id
city_tw_312,base.tw,橫山鄉,312,l10n_tw.state_tw_hch
city_tw_313,base.tw,尖石鄉,313,l10n_tw.state_tw_hch
city_tw_314,base.tw,北埔鄉,314,l10n_tw.state_tw_hch
city_tw_315,base.tw,峨眉鄉,315,l10n_tw.state_tw_hch
city_tw_320,base.tw,中壢區,320,l10n_tw.state_tw_tyc
city_tw_324,base.tw,平鎮區,324,l10n_tw.state_tw_tyc
city_tw_325,base.tw,龍潭區,325,l10n_tw.state_tw_tyc
city_tw_326,base.tw,楊梅區,326,l10n_tw.state_tw_tyc
city_tw_327,base.tw,新屋區,327,l10n_tw.state_tw_tyc
city_tw_328,base.tw,觀音區,328,l10n_tw.state_tw_tyc
city_tw_330,base.tw,桃園區,330,l10n_tw.state_tw_tyc
city_tw_333,base.tw,龜山區,333,l10n_tw.state_tw_tyc
city_tw_334,base.tw,八德區,334,l10n_tw.state_tw_tyc
city_tw_335,base.tw,大溪區,335,l10n_tw.state_tw_tyc
city_tw_336,base.tw,復興區,336,l10n_tw.state_tw_tyc
city_tw_337,base.tw,大園區,337,l10n_tw.state_tw_tyc
city_tw_338,base.tw,蘆竹區,338,l10n_tw.state_tw_tyc
city_tw_350,base.tw,竹南鎮,350,l10n_tw.state_tw_mlh
city_tw_351,base.tw,頭份市,351,l10n_tw.state_tw_mlh
city_tw_352,base.tw,三灣鄉,352,l10n_tw.state_tw_mlh
city_tw_353,base.tw,南庄鄉,353,l10n_tw.state_tw_mlh
city_tw_354,base.tw,獅潭鄉,354,l10n_tw.state_tw_mlh
city_tw_356,base.tw,後龍鎮,356,l10n_tw.state_tw_mlh
city_tw_357,base.tw,通霄鎮,357,l10n_tw.state_tw_mlh
city_tw_358,base.tw,苑裡鎮,358,l10n_tw.state_tw_mlh
city_tw_360,base.tw,苗栗市,360,l10n_tw.state_tw_mlh
city_tw_361,base.tw,造橋鄉,361,l10n_tw.state_tw_mlh
city_tw_362,base.tw,頭屋鄉,362,l10n_tw.state_tw_mlh
city_tw_363,base.tw,公館鄉,363,l10n_tw.state_tw_mlh
city_tw_364,base.tw,大湖鄉,364,l10n_tw.state_tw_mlh
city_tw_365,base.tw,泰安鄉,365,l10n_tw.state_tw_mlh
city_tw_366,base.tw,銅鑼鄉,366,l10n_tw.state_tw_mlh
city_tw_367,base.tw,三義鄉,367,l10n_tw.state_tw_mlh
city_tw_368,base.tw,西湖鄉,368,l10n_tw.state_tw_mlh
city_tw_369,base.tw,卓蘭鎮,369,l10n_tw.state_tw_mlh
city_tw_400,base.tw,中區,400,l10n_tw.state_tw_tcc
city_tw_401,base.tw,東區,401,l10n_tw.state_tw_tcc
city_tw_402,base.tw,南區,402,l10n_tw.state_tw_tcc
city_tw_403,base.tw,西區,403,l10n_tw.state_tw_tcc
city_tw_404,base.tw,北區,404,l10n_tw.state_tw_tcc
city_tw_406,base.tw,北屯區,406,l10n_tw.state_tw_tcc
city_tw_407,base.tw,西屯區,407,l10n_tw.state_tw_tcc
city_tw_408,base.tw,南屯區,408,l10n_tw.state_tw_tcc
city_tw_411,base.tw,太平區,411,l10n_tw.state_tw_tcc
city_tw_412,base.tw,大里區,412,l10n_tw.state_tw_tcc
city_tw_413,base.tw,霧峰區,413,l10n_tw.state_tw_tcc
city_tw_414,base.tw,烏日區,414,l10n_tw.state_tw_tcc
city_tw_420,base.tw,豐原區,420,l10n_tw.state_tw_tcc
city_tw_421,base.tw,后里區,421,l10n_tw.state_tw_tcc
city_tw_422,base.tw,石岡區,422,l10n_tw.state_tw_tcc
city_tw_423,base.tw,東勢區,423,l10n_tw.state_tw_tcc
city_tw_424,base.tw,和平區,424,l10n_tw.state_tw_tcc
city_tw_426,base.tw,新社區,426,l10n_tw.state_tw_tcc
city_tw_427,base.tw,潭子區,427,l10n_tw.state_tw_tcc
city_tw_428,base.tw,大雅區,428,l10n_tw.state_tw_tcc
city_tw_429,base.tw,神岡區,429,l10n_tw.state_tw_tcc
city_tw_432,base.tw,大肚區,432,l10n_tw.state_tw_tcc
city_tw_433,base.tw,沙鹿區,433,l10n_tw.state_tw_tcc
city_tw_434,base.tw,龍井區,434,l10n_tw.state_tw_tcc
city_tw_435,base.tw,梧棲區,435,l10n_tw.state_tw_tcc
city_tw_436,base.tw,清水區,436,l10n_tw.state_tw_tcc
city_tw_437,base.tw,大甲區,437,l10n_tw.state_tw_tcc
city_tw_438,base.tw,外埔區,438,l10n_tw.state_tw_tcc
city_tw_439,base.tw,大安區,439,l10n_tw.state_tw_tcc
city_tw_500,base.tw,彰化市,500,l10n_tw.state_tw_chh
city_tw_502,base.tw,芬園鄉,502,l10n_tw.state_tw_chh
city_tw_503,base.tw,花壇鄉,503,l10n_tw.state_tw_chh
city_tw_504,base.tw,秀水鄉,504,l10n_tw.state_tw_chh
city_tw_505,base.tw,鹿港鎮,505,l10n_tw.state_tw_chh
city_tw_506,base.tw,福興鄉,506,l10n_tw.state_tw_chh
city_tw_507,base.tw,線西鄉,507,l10n_tw.state_tw_chh
city_tw_508,base.tw,和美鎮,508,l10n_tw.state_tw_chh
city_tw_509,base.tw,伸港鄉,509,l10n_tw.state_tw_chh
city_tw_510,base.tw,員林市,510,l10n_tw.state_tw_chh
city_tw_511,base.tw,社頭鄉,511,l10n_tw.state_tw_chh
city_tw_512,base.tw,永靖鄉,512,l10n_tw.state_tw_chh
city_tw_513,base.tw,埔心鄉,513,l10n_tw.state_tw_chh
city_tw_514,base.tw,溪湖鎮,514,l10n_tw.state_tw_chh
city_tw_515,base.tw,大村鄉,515,l10n_tw.state_tw_chh
city_tw_516,base.tw,埔鹽鄉,516,l10n_tw.state_tw_chh
city_tw_520,base.tw,田中鎮,520,l10n_tw.state_tw_chh
city_tw_521,base.tw,北斗鎮,521,l10n_tw.state_tw_chh
city_tw_522,base.tw,田尾鄉,522,l10n_tw.state_tw_chh
city_tw_523,base.tw,埤頭鄉,523,l10n_tw.state_tw_chh
city_tw_524,base.tw,溪州鄉,524,l10n_tw.state_tw_chh
city_tw_525,base.tw,竹塘鄉,525,l10n_tw.state_tw_chh
city_tw_526,base.tw,二林鎮,526,l10n_tw.state_tw_chh
city_tw_527,base.tw,大城鄉,527,l10n_tw.state_tw_chh
city_tw_528,base.tw,芳苑鄉,528,l10n_tw.state_tw_chh
city_tw_530,base.tw,二水鄉,530,l10n_tw.state_tw_chh
city_tw_540,base.tw,南投市,540,l10n_tw.state_tw_ntc
city_tw_541,base.tw,中寮鄉,541,l10n_tw.state_tw_ntc
city_tw_542,base.tw,草屯鎮,542,l10n_tw.state_tw_ntc
city_tw_544,base.tw,國姓鄉,544,l10n_tw.state_tw_ntc
city_tw_545,base.tw,埔里鎮,545,l10n_tw.state_tw_ntc
city_tw_546,base.tw,仁愛鄉,546,l10n_tw.state_tw_ntc
city_tw_551,base.tw,名間鄉,551,l10n_tw.state_tw_ntc
city_tw_552,base.tw,集集鎮,552,l10n_tw.state_tw_ntc
city_tw_553,base.tw,水里鄉,553,l10n_tw.state_tw_ntc
city_tw_555,base.tw,魚池鄉,555,l10n_tw.state_tw_ntc
city_tw_556,base.tw,信義鄉,556,l10n_tw.state_tw_ntc
city_tw_557,base.tw,竹山鎮,557,l10n_tw.state_tw_ntc
city_tw_558,base.tw,鹿谷鄉,558,l10n_tw.state_tw_ntc
city_tw_600,base.tw,東區,600,l10n_tw.state_tw_cic
city_tw_600_1,base.tw,西區,600,l10n_tw.state_tw_cic
city_tw_602,base.tw,番路鄉,602,l10n_tw.state_tw_cih
city_tw_603,base.tw,梅山鄉,603,l10n_tw.state_tw_cih
city_tw_604,base.tw,竹崎鄉,604,l10n_tw.state_tw_cih
city_tw_605,base.tw,阿里山鄉,605,l10n_tw.state_tw_cih
city_tw_606,base.tw,中埔鄉,606,l10n_tw.state_tw_cih
city_tw_607,base.tw,大埔鄉,607,l10n_tw.state_tw_cih
city_tw_608,base.tw,水上鄉,608,l10n_tw.state_tw_cih
city_tw_611,base.tw,鹿草鄉,611,l10n_tw.state_tw_cih
city_tw_612,base.tw,太保市,612,l10n_tw.state_tw_cih
city_tw_613,base.tw,朴子市,613,l10n_tw.state_tw_cih
city_tw_614,base.tw,東石鄉,614,l10n_tw.state_tw_cih
city_tw_615,base.tw,六腳鄉,615,l10n_tw.state_tw_cih
city_tw_616,base.tw,新港鄉,616,l10n_tw.state_tw_cih
city_tw_621,base.tw,民雄鄉,621,l10n_tw.state_tw_cih
city_tw_622,base.tw,大林鎮,622,l10n_tw.state_tw_cih
city_tw_623,base.tw,溪口鄉,623,l10n_tw.state_tw_cih
city_tw_624,base.tw,義竹鄉,624,l10n_tw.state_tw_cih
city_tw_625,base.tw,布袋鎮,625,l10n_tw.state_tw_cih
city_tw_630,base.tw,斗南鎮,630,l10n_tw.state_tw_ylh
city_tw_631,base.tw,大埤鄉,631,l10n_tw.state_tw_ylh
city_tw_632,base.tw,虎尾鎮,632,l10n_tw.state_tw_ylh
city_tw_633,base.tw,土庫鎮,633,l10n_tw.state_tw_ylh
city_tw_634,base.tw,褒忠鄉,634,l10n_tw.state_tw_ylh
city_tw_635,base.tw,東勢鄉,635,l10n_tw.state_tw_ylh
city_tw_636,base.tw,台西鄉,636,l10n_tw.state_tw_ylh
city_tw_637,base.tw,崙背鄉,637,l10n_tw.state_tw_ylh
city_tw_638,base.tw,麥寮鄉,638,l10n_tw.state_tw_ylh
city_tw_640,base.tw,斗六市,640,l10n_tw.state_tw_ylh
city_tw_643,base.tw,林內鄉,643,l10n_tw.state_tw_ylh
city_tw_646,base.tw,古坑鄉,646,l10n_tw.state_tw_ylh
city_tw_647,base.tw,莿桐鄉,647,l10n_tw.state_tw_ylh
city_tw_648,base.tw,西螺鎮,648,l10n_tw.state_tw_ylh
city_tw_649,base.tw,二崙鄉,649,l10n_tw.state_tw_ylh
city_tw_651,base.tw,北港鎮,651,l10n_tw.state_tw_ylh
city_tw_652,base.tw,水林鄉,652,l10n_tw.state_tw_ylh
city_tw_653,base.tw,口湖鄉,653,l10n_tw.state_tw_ylh
city_tw_654,base.tw,四湖鄉,654,l10n_tw.state_tw_ylh
city_tw_655,base.tw,元長鄉,655,l10n_tw.state_tw_ylh
city_tw_700,base.tw,中西區,700,l10n_tw.state_tw_tnh
city_tw_701,base.tw,東區,701,l10n_tw.state_tw_tnh
city_tw_702,base.tw,南區,702,l10n_tw.state_tw_tnh
city_tw_704,base.tw,北區,704,l10n_tw.state_tw_tnh
city_tw_708,base.tw,安平區,708,l10n_tw.state_tw_tnh
city_tw_709,base.tw,安南區,709,l10n_tw.state_tw_tnh
city_tw_710,base.tw,永康區,710,l10n_tw.state_tw_tnh
city_tw_711,base.tw,歸仁區,711,l10n_tw.state_tw_tnh
city_tw_712,base.tw,新化區,712,l10n_tw.state_tw_tnh
city_tw_713,base.tw,左鎮區,713,l10n_tw.state_tw_tnh
city_tw_714,base.tw,玉井區,714,l10n_tw.state_tw_tnh
city_tw_715,base.tw,楠西區,715,l10n_tw.state_tw_tnh
city_tw_716,base.tw,南化區,716,l10n_tw.state_tw_tnh
city_tw_717,base.tw,仁德區,717,l10n_tw.state_tw_tnh
city_tw_718,base.tw,關廟區,718,l10n_tw.state_tw_tnh
city_tw_719,base.tw,龍崎區,719,l10n_tw.state_tw_tnh
city_tw_720,base.tw,官田區,720,l10n_tw.state_tw_tnh
city_tw_721,base.tw,麻豆區,721,l10n_tw.state_tw_tnh
city_tw_722,base.tw,佳里區,722,l10n_tw.state_tw_tnh
city_tw_723,base.tw,西港區,723,l10n_tw.state_tw_tnh
city_tw_724,base.tw,七股區,724,l10n_tw.state_tw_tnh
city_tw_725,base.tw,將軍區,725,l10n_tw.state_tw_tnh
city_tw_726,base.tw,學甲區,726,l10n_tw.state_tw_tnh
city_tw_727,base.tw,北門區,727,l10n_tw.state_tw_tnh
city_tw_730,base.tw,新營區,730,l10n_tw.state_tw_tnh
city_tw_731,base.tw,後壁區,731,l10n_tw.state_tw_tnh
city_tw_732,base.tw,白河區,732,l10n_tw.state_tw_tnh
city_tw_733,base.tw,東山區,733,l10n_tw.state_tw_tnh
city_tw_734,base.tw,六甲區,734,l10n_tw.state_tw_tnh
city_tw_735,base.tw,下營區,735,l10n_tw.state_tw_tnh
city_tw_736,base.tw,柳營區,736,l10n_tw.state_tw_tnh
city_tw_737,base.tw,鹽水區,737,l10n_tw.state_tw_tnh
city_tw_741,base.tw,善化區,741,l10n_tw.state_tw_tnh
city_tw_742,base.tw,大內區,742,l10n_tw.state_tw_tnh
city_tw_743,base.tw,山上區,743,l10n_tw.state_tw_tnh
city_tw_744,base.tw,新市區,744,l10n_tw.state_tw_tnh
city_tw_745,base.tw,安定區,745,l10n_tw.state_tw_tnh
city_tw_800,base.tw,新興區,800,l10n_tw.state_tw_khc
city_tw_801,base.tw,前金區,801,l10n_tw.state_tw_khc
city_tw_802,base.tw,苓雅區,802,l10n_tw.state_tw_khc
city_tw_803,base.tw,鹽埕區,803,l10n_tw.state_tw_khc
city_tw_804,base.tw,鼓山區,804,l10n_tw.state_tw_khc
city_tw_805,base.tw,旗津區,805,l10n_tw.state_tw_khc
city_tw_806,base.tw,前鎮區,806,l10n_tw.state_tw_khc
city_tw_807,base.tw,三民區,807,l10n_tw.state_tw_khc
city_tw_811,base.tw,楠梓區,811,l10n_tw.state_tw_khc
city_tw_812,base.tw,小港區,812,l10n_tw.state_tw_khc
city_tw_813,base.tw,左營區,813,l10n_tw.state_tw_khc
city_tw_814,base.tw,仁武區,814,l10n_tw.state_tw_khc
city_tw_815,base.tw,大社區,815,l10n_tw.state_tw_khc
city_tw_817,base.tw,東沙群島,817,l10n_tw.state_tw_khc
city_tw_819,base.tw,南沙群島,819,l10n_tw.state_tw_khc
city_tw_820,base.tw,岡山區,820,l10n_tw.state_tw_khc
city_tw_821,base.tw,路竹區,821,l10n_tw.state_tw_khc
city_tw_822,base.tw,阿蓮區,822,l10n_tw.state_tw_khc
city_tw_823,base.tw,田寮區,823,l10n_tw.state_tw_khc
city_tw_824,base.tw,燕巢區,824,l10n_tw.state_tw_khc
city_tw_825,base.tw,橋頭區,825,l10n_tw.state_tw_khc
city_tw_826,base.tw,梓官區,826,l10n_tw.state_tw_khc
city_tw_827,base.tw,彌陀區,827,l10n_tw.state_tw_khc
city_tw_828,base.tw,永安區,828,l10n_tw.state_tw_khc
city_tw_829,base.tw,湖內區,829,l10n_tw.state_tw_khc
city_tw_830,base.tw,鳳山區,830,l10n_tw.state_tw_khc
city_tw_831,base.tw,大寮區,831,l10n_tw.state_tw_khc
city_tw_832,base.tw,林園區,832,l10n_tw.state_tw_khc
city_tw_833,base.tw,鳥松區,833,l10n_tw.state_tw_khc
city_tw_840,base.tw,大樹區,840,l10n_tw.state_tw_khc
city_tw_842,base.tw,旗山區,842,l10n_tw.state_tw_khc
city_tw_843,base.tw,美濃區,843,l10n_tw.state_tw_khc
city_tw_844,base.tw,六龜區,844,l10n_tw.state_tw_khc
city_tw_845,base.tw,內門區,845,l10n_tw.state_tw_khc
city_tw_846,base.tw,杉林區,846,l10n_tw.state_tw_khc
city_tw_847,base.tw,甲仙區,847,l10n_tw.state_tw_khc
city_tw_848,base.tw,桃源區,848,l10n_tw.state_tw_khc
city_tw_849,base.tw,那瑪夏區,849,l10n_tw.state_tw_khc
city_tw_851,base.tw,茂林區,851,l10n_tw.state_tw_khc
city_tw_852,base.tw,茄萣區,852,l10n_tw.state_tw_khc
city_tw_880,base.tw,馬公市,880,l10n_tw.state_tw_phc
city_tw_881,base.tw,西嶼鄉,881,l10n_tw.state_tw_phc
city_tw_882,base.tw,望安鄉,882,l10n_tw.state_tw_phc
city_tw_883,base.tw,七美鄉,883,l10n_tw.state_tw_phc
city_tw_884,base.tw,白沙鄉,884,l10n_tw.state_tw_phc
city_tw_885,base.tw,湖西鄉,885,l10n_tw.state_tw_phc
city_tw_890,base.tw,金沙鎮,890,l10n_tw.state_tw_kmc
city_tw_891,base.tw,金湖鎮,891,l10n_tw.state_tw_kmc
city_tw_892,base.tw,金寧鄉,892,l10n_tw.state_tw_kmc
city_tw_893,base.tw,金城鎮,893,l10n_tw.state_tw_kmc
city_tw_894,base.tw,烈嶼鄉,894,l10n_tw.state_tw_kmc
city_tw_896,base.tw,烏坵鄉,896,l10n_tw.state_tw_kmc
city_tw_900,base.tw,屏東市,900,l10n_tw.state_tw_pth
city_tw_901,base.tw,三地門鄉,901,l10n_tw.state_tw_pth
city_tw_902,base.tw,霧台鄉,902,l10n_tw.state_tw_pth
city_tw_903,base.tw,瑪家鄉,903,l10n_tw.state_tw_pth
city_tw_904,base.tw,九如鄉,904,l10n_tw.state_tw_pth
city_tw_905,base.tw,里港鄉,905,l10n_tw.state_tw_pth
city_tw_906,base.tw,高樹鄉,906,l10n_tw.state_tw_pth
city_tw_907,base.tw,鹽埔鄉,907,l10n_tw.state_tw_pth
city_tw_908,base.tw,長治鄉,908,l10n_tw.state_tw_pth
city_tw_909,base.tw,麟洛鄉,909,l10n_tw.state_tw_pth
city_tw_911,base.tw,竹田鄉,911,l10n_tw.state_tw_pth
city_tw_912,base.tw,內埔鄉,912,l10n_tw.state_tw_pth
city_tw_913,base.tw,萬丹鄉,913,l10n_tw.state_tw_pth
city_tw_920,base.tw,潮州鎮,920,l10n_tw.state_tw_pth
city_tw_921,base.tw,泰武鄉,921,l10n_tw.state_tw_pth
city_tw_922,base.tw,來義鄉,922,l10n_tw.state_tw_pth
city_tw_923,base.tw,萬巒鄉,923,l10n_tw.state_tw_pth
city_tw_924,base.tw,崁頂鄉,924,l10n_tw.state_tw_pth
city_tw_925,base.tw,新埤鄉,925,l10n_tw.state_tw_pth
city_tw_926,base.tw,南州鄉,926,l10n_tw.state_tw_pth
city_tw_927,base.tw,林邊鄉,927,l10n_tw.state_tw_pth
city_tw_928,base.tw,東港鎮,928,l10n_tw.state_tw_pth
city_tw_929,base.tw,琉球鄉,929,l10n_tw.state_tw_pth
city_tw_931,base.tw,佳冬鄉,931,l10n_tw.state_tw_pth
city_tw_932,base.tw,新園鄉,932,l10n_tw.state_tw_pth
city_tw_940,base.tw,枋寮鄉,940,l10n_tw.state_tw_pth
city_tw_941,base.tw,枋山鄉,941,l10n_tw.state_tw_pth
city_tw_942,base.tw,春日鄉,942,l10n_tw.state_tw_pth
city_tw_943,base.tw,獅子鄉,943,l10n_tw.state_tw_pth
city_tw_944,base.tw,車城鄉,944,l10n_tw.state_tw_pth
city_tw_945,base.tw,牡丹鄉,945,l10n_tw.state_tw_pth
city_tw_946,base.tw,恆春鎮,946,l10n_tw.state_tw_pth
city_tw_947,base.tw,滿州鄉,947,l10n_tw.state_tw_pth
city_tw_950,base.tw,台東市,950,l10n_tw.state_tw_tth
city_tw_951,base.tw,綠島鄉,951,l10n_tw.state_tw_tth
city_tw_952,base.tw,蘭嶼鄉,952,l10n_tw.state_tw_tth
city_tw_953,base.tw,延平鄉,953,l10n_tw.state_tw_tth
city_tw_954,base.tw,卑南鄉,954,l10n_tw.state_tw_tth
city_tw_955,base.tw,鹿野鄉,955,l10n_tw.state_tw_tth
city_tw_956,base.tw,關山鎮,956,l10n_tw.state_tw_tth
city_tw_957,base.tw,海端鄉,957,l10n_tw.state_tw_tth
city_tw_958,base.tw,池上鄉,958,l10n_tw.state_tw_tth
city_tw_959,base.tw,東河鄉,959,l10n_tw.state_tw_tth
city_tw_961,base.tw,成功鎮,961,l10n_tw.state_tw_tth
city_tw_962,base.tw,長濱鄉,962,l10n_tw.state_tw_tth
city_tw_963,base.tw,太麻里鄉,963,l10n_tw.state_tw_tth
city_tw_964,base.tw,金峰鄉,964,l10n_tw.state_tw_tth
city_tw_965,base.tw,大武鄉,965,l10n_tw.state_tw_tth
city_tw_966,base.tw,達仁鄉,966,l10n_tw.state_tw_tth
city_tw_970,base.tw,花蓮市,970,l10n_tw.state_tw_hlh
city_tw_971,base.tw,新城鄉,971,l10n_tw.state_tw_hlh
city_tw_972,base.tw,秀林鄉,972,l10n_tw.state_tw_hlh
city_tw_973,base.tw,吉安鄉,973,l10n_tw.state_tw_hlh
city_tw_974,base.tw,壽豐鄉,974,l10n_tw.state_tw_hlh
city_tw_975,base.tw,鳳林鎮,975,l10n_tw.state_tw_hlh
city_tw_976,base.tw,光復鄉,976,l10n_tw.state_tw_hlh
city_tw_977,base.tw,豐濱鄉,977,l10n_tw.state_tw_hlh
city_tw_978,base.tw,瑞穗鄉,978,l10n_tw.state_tw_hlh
city_tw_979,base.tw,萬榮鄉,979,l10n_tw.state_tw_hlh
city_tw_981,base.tw,玉里鎮,981,l10n_tw.state_tw_hlh
city_tw_982,base.tw,卓溪鄉,982,l10n_tw.state_tw_hlh
city_tw_983,base.tw,富里鄉,983,l10n_tw.state_tw_hlh
